Timestamp,Energy_Consumption_kWh,Holiday_Indicator,Weekday,Temperature_C,Humidity_%,Wind_Speed_mps,Solar_Radiation_Wm2,Industrial_Usage_kWh,Residential_Usage_kWh,Commercial_Usage_kWh,Grid_Frequency_Hz,Voltage_Level_V,Renewable_Energy_Contribution_%
2019-01-01 10:00:00,599.3167249605197,0,1,20.3,49.87558743986932,5.5,0.0,216.1404404056775,175.98307291349232,131.96576185359052,49.98069609793759,225.87519874802518,38.33879800842422
2019-01-01 11:00:00,523.5190769956904,0,1,19.4,54.90028533397252,3.7,0.0,260.8534496149392,297.006384321339,59.46270234399815,49.780388363985274,233.58643361231802,11.621609578914407
2019-01-01 12:00:00,566.025139255951,0,1,20.4,55.8907798087947,0.0,0.0,294.8331339184419,157.42010870470472,61.00113326553963,50.162276669579605,231.07571475517096,16.405960928852952
2019-01-01 13:00:00,565.9946095263856,0,1,16.6,66.79108265515214,1.8,0.0,325.8532496667584,221.2960509606759,60.76830341182489,49.868706156654476,230.83604773070536,31.100195404479308
2019-01-01 14:00:00,542.5674040455732,0,1,14.5,75.90064195978657,1.8,0.0,356.5973364685411,169.70296464900713,131.36092588200592,50.3574685884221,231.3797782669665,37.925716372298325
2019-01-01 15:00:00,551.0231190810965,0,1,11.4,89.89428379005945,0.0,0.0,378.0046441248277,222.52762116360773,96.26628881280482,50.22742686982069,233.44024787275302,24.518213976232012
2019-01-01 16:00:00,570.098656297293,0,1,11.7,88.12954866466994,1.8,0.0,313.15357285537334,129.5099716012126,96.44527605956776,49.71275750818182,229.9777078653572,28.75326840290848
2019-01-01 17:00:00,555.276241693115,0,1,11.1,89.87159131683794,1.8,0.0,283.53500298537097,268.5177901155598,62.605141682196276,49.91065191200695,235.3189300413218,30.28411021533604
2019-01-01 18:00:00,553.0684562724828,0,1,9.6,96.69362279537158,0.0,0.0,204.7152269173283,165.22458059481545,85.23790270775308,49.44396288809767,231.8469137419078,11.876552516868074
2019-01-01 19:00:00,562.4721141204882,0,1,9.8,94.7645162194097,1.8,0.0,328.8115448970851,179.21391381327544,58.34613595322473,50.0321283952701,230.76574933066644,25.739444839373853
2019-01-01 20:00:00,562.3877935851115,0,1,9.6,94.75643218583839,1.8,0.0,264.77170918686943,296.15142226029263,121.95296191792647,49.98854224562091,223.44546344778996,37.82816651086307
2019-01-01 21:00:00,492.4345009806648,0,1,7.6,97.30510971707947,0.0,0.0,342.77265126152196,108.65029775701898,81.81090369977912,50.01264981558277,234.09496874990887,18.752150858815682
2019-01-01 22:00:00,547.8499782308206,0,1,9.2,94.74020838163513,1.8,0.0,283.83170639635597,111.07967412854495,68.9556857477054,50.072971425858164,233.33602056751408,20.177872512599144
2019-01-01 23:00:00,559.9708496031767,0,1,9.0,94.73206849821293,1.8,0.0,221.59343507913195,270.7437319583554,54.56026173046736,50.03402205425726,225.41872312788564,32.89961100441988
2019-01-02 00:00:00,530.3239179089793,0,2,7.4,97.30085899241799,0.0,0.0,370.37927280178985,223.35788573073813,126.65506087209529,50.24123902128219,232.2317299267792,10.708855346218735
2019-01-02 01:00:00,573.4347305493534,0,2,9.0,94.09111597507287,1.8,0.0,272.8785357880861,282.101601874627,102.68159361583297,49.88322619478503,227.64100274084598,32.822526499482535
2019-01-02 02:00:00,569.171009709794,0,2,9.1,94.09566902378492,1.8,0.0,307.17032137348815,206.4700026133434,146.59479925446186,50.29438138778534,233.33376215234128,27.26173003485808
2019-01-02 03:00:00,541.692217850508,0,2,8.6,86.05912411787325,0.0,0.0,375.48515442201636,285.29646524956723,87.33250749858642,50.335030030821784,222.52635395148087,32.72579635006783
2019-01-02 04:00:00,529.0961892217051,0,2,12.4,79.75441082783628,3.7,0.0,237.44519032809043,290.06947703131897,56.79590532957789,49.83113926994691,225.70729203288448,25.84904203212386
2019-01-02 05:00:00,530.1037344942939,0,2,15.4,70.2076028959705,5.5,0.0,248.0515199941696,148.9141135004803,96.37186114057272,50.36202152961172,238.6911814245085,11.014489654833008
2019-01-02 06:00:00,521.6561052294375,0,2,19.8,59.95304136601185,0.0,0.0,205.68655348533943,215.1112247240363,146.67796455544922,49.93396002280294,227.07758946079778,19.373788219402332
2019-01-02 07:00:00,552.4415452300458,0,2,19.6,56.81233648843141,5.5,0.0,398.62101409685624,120.3339966954736,97.78660052090551,49.98650462341835,239.63466051435648,16.78209599973093
2019-01-02 08:00:00,530.4227431138665,0,2,20.6,54.84109737097047,5.5,0.0,231.573246957403,198.79186371521607,145.61387102383327,49.85610180453322,235.54280610446392,27.764648736509724
2019-01-02 09:00:00,559.1408742671161,0,2,23.0,49.934634256058565,3.6,0.0,221.17036023065108,136.53793203735734,87.23235904846496,50.095504340191724,227.62624467712294,36.01312303115539
2019-01-02 10:00:00,560.4034716371712,0,2,20.8,57.109666639344525,3.7,0.0,300.68971316669547,163.792951983568,120.75269121134585,49.84909156343257,227.446680376187,36.21576590013663
2019-01-02 11:00:00,549.3058997581335,0,2,19.9,62.80064173073943,3.7,0.0,240.3821468727378,149.7284704186721,126.34067949322282,49.88128364298834,232.65654163638214,36.845992938785656
2019-01-02 12:00:00,557.9612282432521,0,2,19.4,71.8963196457012,0.0,0.0,367.3344820714469,154.00030558227496,123.27680867177406,49.91158070083345,221.36670821607592,38.65601474265283
2019-01-02 13:00:00,576.318816863555,0,2,17.2,75.84007888973122,1.8,0.0,310.8402296009099,119.40234803585574,131.07208196096676,50.118521966821035,224.6824307437528,30.552838751513313
2019-01-02 14:00:00,542.2942654180852,0,2,15.0,83.90076802355492,0.0,0.0,350.45380532587706,291.55240065586753,54.582563578033586,50.39857454148621,229.2461579028291,37.97032754005551
2019-01-02 15:00:00,553.6934283260404,0,2,13.4,93.05675333475915,0.0,0.0,294.4930317197497,182.05108555053383,68.65661070265948,50.29675711046538,229.35124504416595,24.001721965728773
2019-01-02 16:00:00,538.8134425664005,0,2,12.1,96.11976321331497,0.0,0.0,347.8345704299336,114.95066210107339,116.00771105944993,50.24570906416647,223.08125745242285,21.79990479926879
2019-01-02 17:00:00,562.3805001034559,0,2,11.4,96.73951489637399,0.0,0.0,228.1128993562188,264.5262440506349,58.34776865170159,49.85614743998586,229.16039976209697,29.815626845710707
2019-01-02 18:00:00,575.7904279173829,0,2,10.2,100.0,0.0,0.0,299.628295709711,109.96366019130122,87.04181264652138,49.99244181057734,227.63673603283706,21.228312561281378
2019-01-02 19:00:00,522.3087101387679,0,2,10.4,98.0168759124367,0.0,0.0,336.3119890047314,183.8365603889365,131.4896893624923,50.026325945375184,232.11265266143204,31.56239528506195
2019-01-02 20:00:00,545.9839427266779,0,2,9.9,98.66881447252368,0.0,0.0,218.92065763803987,283.90085912284076,104.53301591525872,49.64459394646285,231.48697823000967,13.35572623810482
2019-01-02 21:00:00,546.0550382829047,0,2,8.6,100.0,3.6,0.0,327.97031546013886,131.0467638231208,109.6528831359739,50.12646182037748,218.58850815372435,11.841578292031079
2019-01-02 22:00:00,578.798979112117,0,2,9.0,100.0,1.8,0.0,222.86386229733228,163.30449519241654,92.46028034192165,50.00447913309021,231.6070929341964,37.67628809874438
2019-01-02 23:00:00,547.8350486371552,0,2,8.6,100.0,1.8,0.0,333.34766895314294,183.74099776842863,89.57678876070372,50.1960893681626,240.2173564388468,11.022988603636474
2019-01-03 00:00:00,554.6966478013127,0,3,7.8,100.0,3.6,0.0,386.14253929742864,207.01408714439765,55.143549568622376,50.35765212468432,234.88834603067716,27.01441176700164
2019-01-03 01:00:00,559.9618206340473,0,3,8.3,100.0,1.8,0.0,303.18748537399495,238.4657481106235,109.47647105634923,49.98252555936114,216.84208458571666,39.9604661915465
2019-01-03 02:00:00,536.558575403191,0,3,8.6,99.3255473563285,1.8,0.0,335.642961097788,186.6959285094087,82.15070018008122,50.07056652032629,225.06362478354427,22.956858794065507
2019-01-03 03:00:00,562.3839944329466,0,3,9.0,100.0,0.0,0.0,253.0355734030768,163.2993687528227,145.94968893478296,49.92845830181384,228.9901065575414,13.446079026636532
2019-01-03 04:00:00,547.5770312096877,0,3,11.8,84.09188247266897,5.5,0.0,226.6344382509882,132.41255531434615,69.04140752309354,49.98264482595162,225.6648264125956,33.379460060444
2019-01-03 05:00:00,537.5335986387773,0,3,14.9,72.0163386544234,7.4,0.0,300.585397622027,172.0345507996339,92.59628882571292,49.76878622515985,225.74127323722215,20.587762660258512
2019-01-03 06:00:00,551.097949459936,0,3,16.8,71.88909737047402,7.6,0.0,344.56615772697546,178.2008391388522,99.2714671081504,49.87888376666111,227.796884837167,13.839137203347084
2019-01-03 07:00:00,576.3713658843196,0,3,19.1,57.067144377834744,11.1,0.0,204.2604723947549,282.87645916596796,68.12707583815677,50.08578110033365,224.63795400349835,33.50601811046646
2019-01-03 08:00:00,552.6543347627046,0,3,20.0,52.89386761965892,13.0,0.0,355.06642766252355,223.13576755937999,64.90162692790943,49.65411592395333,224.01156053666747,38.51555195727575
2019-01-03 09:00:00,541.739096101711,0,3,20.2,55.840490093853,22.3,0.0,372.9844195884489,292.09112065547174,65.30433244876991,50.037420316653474,224.08527756746182,18.592466336319262
2019-01-03 10:00:00,524.6656374167959,0,3,19.8,53.9124273036686,11.1,0.0,200.24411131642384,267.08594545654813,92.78393417976055,50.02718765457187,230.8906565386154,33.82604505563275
2019-01-03 11:00:00,555.2368100697803,0,3,19.0,57.80821250204687,7.4,0.0,364.77824416452245,242.5278601859319,129.95032456468437,49.8685378750734,219.42293590006966,29.234526584327103
2019-01-03 12:00:00,529.0887780845559,0,3,18.0,64.90309735099825,9.4,0.0,203.8403084646251,163.75580890871694,57.86871402814266,50.05889380817296,226.7299878887882,38.56931958751777
2019-01-03 13:00:00,530.8024574169706,0,3,16.2,69.89603434137189,5.5,0.0,311.72084221446164,246.03800251985385,63.58359694210649,49.728237639431875,230.86158335329083,17.189128486116058
2019-01-03 14:00:00,535.2818712550334,0,3,14.3,77.92054347206863,3.7,0.0,334.442300909112,287.3455373267578,101.39188517148611,50.22387661471858,229.7769828394687,26.571874777155156
2019-01-03 15:00:00,574.7903100305945,0,3,13.4,88.27738011354033,7.6,0.0,257.3786795734527,262.4553688440284,119.6177067999332,49.7330716792579,239.69051546772243,39.90722371503672
2019-01-03 16:00:00,532.1446726361335,0,3,11.8,88.73018010162087,1.8,0.0,243.81208093233585,288.35741460032483,108.15731053440848,49.89845655014452,225.30548095939895,39.584772042066554
2019-01-03 17:00:00,584.5948472279864,0,3,11.1,91.69864872007369,1.8,0.0,349.25783167324096,163.19185723244343,63.22567958262116,49.84744707786716,228.8013724058831,36.682250464802195
2019-01-03 18:00:00,577.5582741543892,0,3,11.8,96.7495840890096,0.0,0.0,228.2610035792835,270.245641453532,79.66637636625823,49.87489520676165,232.88197834063988,22.0930276191795
2019-01-03 19:00:00,547.0904168900636,0,3,10.0,94.77258174880322,1.8,0.0,281.94502135129324,278.91835316106705,133.0550407406392,50.20117883314286,230.59962889069317,26.5118638389798
2019-01-03 20:00:00,557.1343855555582,0,3,9.6,96.69362279537158,1.8,0.0,388.6884711715818,149.77693341152374,70.0912937487316,49.67559439746859,233.12363981860042,35.5906489776046
2019-01-03 21:00:00,585.8617676614457,0,3,11.0,100.0,7.6,0.0,274.37817514974194,133.99348189468054,72.81590131395032,49.8406780784038,229.72956100679687,20.113989977473494
2019-01-03 22:00:00,567.9905895710976,0,3,9.0,97.99499340626338,1.8,0.0,268.63584168263185,134.25712346115404,56.998715131387726,50.00055305046006,225.58342963822238,12.149155663999807
2019-01-03 23:00:00,568.4998699217879,0,3,8.8,97.99183789281352,1.8,0.0,356.31707278396243,121.90832775940923,123.16548679703216,50.05203116060337,228.8351745502278,17.363156847050618
2019-01-04 00:00:00,553.9478245138287,0,4,8.2,100.0,25.9,0.0,351.6473749875295,140.38015863899068,84.03830262765135,50.056153561789564,229.51760709142897,30.707958990990864
2019-01-04 01:00:00,589.4745076129469,0,4,8.5,97.98709068527549,3.7,0.0,216.0297963771291,282.0451743734831,112.35869199033422,49.93422608387913,233.9370713496634,29.36623588296351
2019-01-04 02:00:00,570.0557223914143,0,4,8.6,97.32621416169187,3.7,0.0,242.41541622524107,156.8715267545154,130.0091625369908,50.23862583978664,226.60497810432858,39.69209090648026
2019-01-04 03:00:00,546.874933614341,0,4,8.8,100.0,3.6,0.0,266.084446368401,215.97621939030543,127.35813419208067,49.922957955088414,226.85721487309286,18.472197297735207
2019-01-04 04:00:00,547.2095428309641,0,4,11.6,80.72759319979438,5.5,0.0,385.17082104644294,167.37974771585252,143.63757772339022,49.83320580958245,229.51498960436777,32.34734044592983
2019-01-04 05:00:00,565.0676618990062,0,4,14.4,70.01249943726413,7.4,0.0,345.8234643967671,211.58297763289633,129.420956614771,49.946656852426884,234.4233284268354,25.118929223673238
2019-01-04 06:00:00,556.4691739307168,0,4,14.6,80.06385792190864,3.6,0.0,307.6766598913855,293.5979954891418,117.50714703675959,49.757998139162034,228.24827080446894,25.166145307110313
2019-01-04 07:00:00,552.8530825128154,0,4,18.0,59.12635198490443,9.3,0.0,296.89559348260235,162.7709897783391,61.532907432932426,49.63257529318277,237.66763501181003,20.222956839694962
2019-01-04 08:00:00,555.7145277813585,0,4,18.9,55.88492742306674,9.3,0.0,270.549778299287,101.41800495686806,91.32997360756653,49.78725727319284,231.07757948728408,28.321250227142222
2019-01-04 09:00:00,492.86994185883395,0,4,18.2,65.81041709610372,3.6,0.0,355.89949798871385,103.37658736452788,64.8587348648544,49.86606477104093,226.37922571775295,24.283662224271268
2019-01-04 10:00:00,563.5699705330088,0,4,18.7,58.901551752039246,7.4,0.0,207.32697226704298,274.33625096793133,50.13310799073351,50.195702600887316,230.6192410848307,27.425134382362042
2019-01-04 11:00:00,587.1487674956377,0,4,18.0,63.20392063700162,3.7,0.0,377.3775757348498,297.03893194837167,68.42599412279353,50.18549636722436,236.93232186852225,11.817718399431334
2019-01-04 12:00:00,593.6791756758257,0,4,16.2,75.17945224515658,0.0,0.0,305.0022659314337,264.8459031758691,136.45519072694557,50.28927369836365,229.90570618865138,37.98251806454026
2019-01-04 13:00:00,546.2196319317866,0,4,15.7,75.09580584446223,1.8,0.0,268.378192623724,123.39273378242211,51.65432484671547,49.87392398000523,230.70403234939675,32.71498433804052
2019-01-04 14:00:00,565.4042976152573,0,4,14.1,82.14812542296487,1.8,0.0,369.73435574250027,250.82271039697,68.13576609070807,50.115499147765654,230.16601386421942,36.40156338831192
2019-01-04 15:00:00,556.9635308096307,0,4,12.4,91.17264249867245,0.0,0.0,212.33511967367264,157.64735594239588,128.01873663309487,49.7661846784763,231.3072224789315,18.674086709802097
2019-01-04 16:00:00,574.3241443658941,0,4,12.0,91.14612300282468,0.0,0.0,215.08781736472656,247.69253463491395,127.26983489128548,50.041171742556955,231.215286078658,20.988064926245006
2019-01-04 17:00:00,546.8778188413768,0,4,11.4,91.71742725300741,1.8,0.0,268.8604738781542,223.4514743215131,82.39232594339413,50.1430427790499,230.36498036747182,36.21414162434878
2019-01-04 18:00:00,550.662450927968,0,4,10.6,96.7192364473409,3.6,0.0,382.61035214049855,267.6337871124231,126.41136043624364,50.19311841345151,231.38441603437855,19.861995953804204
2019-01-04 19:00:00,519.063600752013,0,4,10.5,96.07155562717219,1.8,0.0,252.6740271683251,293.6487046922299,62.1411505335979,50.03206702300418,231.76219335274024,34.691144525743866
2019-01-04 20:00:00,528.0764994848956,0,4,10.1,96.70646675477285,1.8,0.0,337.7524540016147,230.51471827462663,67.46936117789045,49.7858201915225,239.20778953250885,14.76007609319496
2019-01-04 21:00:00,576.478241265268,0,4,8.6,100.0,0.0,0.0,394.53274966829247,141.0233962067869,122.0728404930977,49.96519114215575,236.4577735008571,20.27415088267208
2019-01-04 22:00:00,564.9756388264021,0,4,9.4,99.3298018652254,1.8,0.0,260.5374175038776,236.25242769076118,65.45741963000992,50.14705516940149,225.4807879262357,20.382420374846625
2019-01-04 23:00:00,542.36811577393,0,4,9.1,97.99656838421208,1.8,0.0,304.54605643723687,214.09342842151494,131.83305306999776,49.6453301138993,231.7074744926808,32.00239792262947
2019-01-05 00:00:00,440.6729206482865,0,5,7.0,100.0,0.0,0.0,226.97012230938955,283.68683131559436,84.42908505097938,50.44561876900613,225.72770104358725,14.924152906655454
2019-01-05 01:00:00,439.1710120250009,0,5,8.9,96.02245044178053,1.8,0.0,398.65597609165195,109.50326296020233,116.10883073455767,50.2078237750775,231.75779665059548,17.932446373227222
2019-01-05 02:00:00,469.938710787465,0,5,9.0,96.02554623040294,3.7,0.0,287.387620034231,117.02420120214543,77.1556214915062,50.27470330486784,234.58904265057367,33.74780851632153
2019-01-05 03:00:00,424.71300726992786,0,5,7.6,100.0,3.6,0.0,369.2908660021707,175.11674491865847,95.36101471425648,50.24233602919577,235.13257095926872,36.93826625281174
2019-01-05 04:00:00,498.70235241358205,0,5,11.7,85.22018897282395,5.5,0.0,212.26897594224934,263.68856819859315,116.23790695668083,50.15639012256648,233.57647163728143,18.967751775020204
2019-01-05 05:00:00,457.5905333832809,0,5,14.2,76.87231266573195,7.4,0.0,354.1366082561153,265.93913429360913,54.55596216091063,50.24953405084361,237.61584840408213,36.527713262525324
2019-01-05 06:00:00,459.52123178313536,0,5,18.4,64.13703680020835,14.8,0.0,311.9879218987238,257.58658171746583,74.720103766968,50.308559850010795,219.08716805866106,21.993045836952994
2019-01-05 07:00:00,430.1932443620798,0,5,17.4,67.85133473048315,9.3,0.0,395.2501183773051,284.70193736434936,126.48373307890876,49.83530989301142,221.7940948867445,34.59701469763128
2019-01-05 08:00:00,470.91541962390204,0,5,18.6,64.18117514763497,9.3,0.0,205.59163893765344,190.83557635929193,90.2713752986058,49.81796853291529,231.77622828650922,23.584208286473544
2019-01-05 09:00:00,440.6513846600411,0,5,21.0,54.94277281123837,22.3,0.0,383.5890017655036,288.6386229873664,129.20457420630095,50.0729870468836,228.16786939578873,36.52646521112213
2019-01-05 10:00:00,476.28932723443705,0,5,19.3,63.913956198018774,9.3,0.0,292.1213587661996,174.01744509320957,83.51471762263907,49.819094891598866,229.50544516178334,21.181004914723964
2019-01-05 11:00:00,442.01453337080113,0,5,18.6,68.09543531301918,7.4,0.0,279.2853807572926,251.15019571797242,140.65501538998413,50.37291801322871,233.08347812516527,20.795536681714037
2019-01-05 12:00:00,502.22473908456476,0,5,18.6,70.8203204429854,3.6,0.0,208.79538580982359,177.51084771347647,138.15185771567423,49.613709804308066,237.98350403495536,35.369808992175564
2019-01-05 13:00:00,452.89631453232346,0,5,16.3,77.20168517850287,5.5,0.0,310.42111627392956,271.10118068760124,122.26837946966693,49.923566880913356,230.06347561177742,19.774115089113664
2019-01-05 14:00:00,450.5448409728294,0,5,14.7,82.768069034429,5.5,0.0,250.07768194409,109.6290323827502,100.11508644265217,50.14442515312866,231.9248665571031,32.516506980844426
2019-01-05 15:00:00,439.9096678546508,0,5,11.6,94.8364464943844,0.0,0.0,201.6716779720117,235.70800496062463,59.85179745177188,50.16181037277849,227.11902723047223,15.384360470921932
2019-01-05 16:00:00,466.0507641643728,0,5,12.9,90.00663234133141,3.7,0.0,345.86139572343853,142.31887663483752,149.4303217568176,50.10068924329364,227.06386695733858,15.188979322363505
2019-01-05 17:00:00,449.9608929018757,0,5,12.4,91.17264249867245,3.7,0.0,375.44053716944165,286.2312266611906,58.22486820828312,49.98659528328615,231.06787082912714,33.88638342726149
2019-01-05 18:00:00,487.51805948860414,0,5,11.2,94.82058945159969,3.6,0.0,356.8961742416715,296.7406621690426,57.21856149999704,50.16355684503629,228.47883558364808,28.32230807359105
2019-01-05 19:00:00,419.84059361651816,0,5,11.1,94.1856475286515,3.7,0.0,321.4807361377562,165.1029957835617,68.33254135015096,49.84816458371443,232.8096928568267,18.685368377713043
2019-01-05 20:00:00,445.76270373586027,0,5,11.0,94.18119708415999,3.7,0.0,260.3884230963687,255.83785835058572,119.78119823071859,50.28985627828622,233.71315666999308,20.812567790249986
2019-01-05 21:00:00,475.43579421647064,0,5,10.2,96.70902661637612,3.6,0.0,260.23740005234157,208.09447627997577,110.20589506797377,50.00545819328715,215.91700239196302,15.465794706890746
2019-01-05 22:00:00,455.07563888229964,0,5,10.6,96.07459467084063,3.7,0.0,284.94235074199196,143.80764886535832,144.51135068063164,50.198036004118386,227.02102044412385,19.482137368975614
2019-01-05 23:00:00,493.40091797868064,0,5,10.6,94.79666786957364,3.7,0.0,322.0189003530737,170.33406081527247,118.33890954181624,49.98977464745296,225.47856576884442,26.025385692600427
2019-01-06 00:00:00,400.68795096470217,0,6,12.6,96.76958383065309,3.6,0.0,313.42555829831485,288.53604684809426,135.60063407203575,50.58135329799428,225.00968217895877,10.880754902258877
2019-01-06 01:00:00,481.4473517187289,0,6,10.6,94.16334465631464,3.7,0.0,300.6629563313505,100.14257331220821,87.88671297173079,50.13845984811287,225.84995630607952,33.30819830444379
2019-01-06 02:00:00,473.02265268708527,0,6,10.8,92.29740685931507,5.5,0.0,240.48104719214209,157.98997104503562,139.37797799652245,50.06480823823792,232.52513847455924,31.87038738075646
2019-01-06 03:00:00,443.6817481164704,0,6,11.8,100.0,7.6,0.0,369.3855274072645,196.5620894687856,85.60390815251873,50.15891596761207,226.0543378748331,23.840141813458466
2019-01-06 04:00:00,461.490004358458,0,6,12.3,88.77184679589547,5.5,0.0,376.2536153231274,293.3663680752905,132.64436949711913,50.3631463793388,228.02924589003416,33.40104443439698
2019-01-06 05:00:00,446.00730756422524,0,6,13.7,86.00034235635995,7.4,0.0,353.5679478109647,171.8285101814621,63.62008874829617,49.90150308169077,229.77020210961402,21.351013536942588
2019-01-06 06:00:00,462.6614844928336,0,6,15.2,86.71638310525658,9.4,0.0,284.6918201351271,115.45623818555882,145.19270034967897,50.23016725524417,226.39842832355532,37.07584082309694
2019-01-06 07:00:00,459.2117235855174,0,6,15.8,80.75802863511916,7.4,0.0,339.8687957403031,258.2536900144777,55.85072289113866,49.87548295859626,232.8589888246766,16.218984211302807
2019-01-06 08:00:00,454.91274902296686,0,6,16.4,79.7887663678988,7.4,0.0,329.40869605287014,134.7753707458289,76.81526374511796,50.20252583565839,227.14756985105942,37.051574060403844
2019-01-06 09:00:00,460.67786800171154,0,6,19.4,73.77930870906046,5.4,0.0,335.9662908852986,269.76239073860705,51.45377743621064,49.857548936778755,227.27496606191073,11.573987274667015
2019-01-06 10:00:00,475.27726341136685,0,6,16.9,77.80148016498816,5.5,0.0,212.91348287572097,290.29982368991523,128.56005985611472,50.19496468057587,222.61413080742784,17.425403059079436
2019-01-06 11:00:00,429.5675711039342,0,6,16.4,79.7887663678988,5.5,0.0,251.42879498064192,244.40248463152338,51.34712639768946,50.31286441246782,235.16042179410314,29.640543902181857
2019-01-06 12:00:00,457.9799995479437,0,6,17.4,85.81502859929192,0.0,0.0,234.43033483310847,125.9598552731427,64.07926557873208,49.85255007647225,225.69887119129788,21.598595363769583
2019-01-06 13:00:00,433.4413537050627,0,6,14.9,87.829591699993,3.7,0.0,347.6080942272396,116.65738335695552,61.027958207647536,50.13895962182331,230.64306179657407,16.963115078869233
2019-01-06 14:00:00,457.02458324653276,0,6,13.7,93.07242864482721,3.7,0.0,363.136565933228,156.5695004634791,112.31954894731425,50.021494539649446,239.36304445813357,19.248269978950304
2019-01-06 15:00:00,419.35709326194683,0,6,13.2,98.70267234838614,3.6,0.0,226.84230511999874,235.71885898972613,113.54707238869523,49.897535281442984,233.80274622438967,16.218032062490153
2019-01-06 16:00:00,429.4223083818954,0,6,12.2,98.04448985840794,3.7,0.0,238.36151095985505,158.48738277269575,75.90016632520775,50.095790425453735,235.73183582674034,32.75190286987099
2019-01-06 17:00:00,450.98769258192993,0,6,11.8,98.03840332124534,3.7,0.0,330.4726657438028,275.1554309510169,140.10197326499184,49.88482590872551,226.03940669589664,25.374290966989733
2019-01-06 18:00:00,476.8585557010363,0,6,11.6,91.72991145211043,0.0,0.0,315.4956902525357,196.03856183434806,90.98068534594965,50.03816986746532,233.78298144628005,15.162556822591746
2019-01-06 19:00:00,488.8752035420749,0,6,11.0,100.0,1.8,0.0,200.6438400626586,281.71166669007005,106.83267720201462,49.71163784616453,232.9632669506356,28.576561445198486
2019-01-06 20:00:00,485.4156025685443,0,6,10.7,100.0,1.8,0.0,213.06674439177118,157.9037864626442,80.70002827520277,49.98928265260478,233.72060885644288,38.21045331647304
2019-01-06 21:00:00,502.89855340299914,0,6,10.2,96.70902661637612,5.4,0.0,243.48516690886743,162.7399112693043,75.4501981412151,49.785245542134724,234.24298036873125,36.54030682573136
2019-01-06 22:00:00,440.4250592175849,0,6,10.1,100.0,1.8,0.0,271.3348916251367,184.74883176085655,94.92967867099252,50.316758924120926,234.28857198133173,17.504682618350092
2019-01-06 23:00:00,444.8069389420534,0,6,10.1,98.67090390868401,3.7,0.0,291.80951366141585,265.682028987349,137.4739768727634,49.78522198872963,228.54983526375503,39.492452337108254
2019-01-07 00:00:00,542.4605480870217,0,0,9.8,96.69876932773592,3.6,0.0,347.8851360354165,255.5029948041583,137.83890158260567,50.009853335864676,224.20453532585933,23.151252465788204
2019-01-07 01:00:00,550.3880042247099,0,0,10.1,98.67090390868401,3.7,0.0,276.5928041345622,170.1231571799604,89.57666425942287,50.044543478381975,228.4984408066068,29.9965455654455
2019-01-07 02:00:00,542.3545034350523,0,0,10.0,98.66985980461821,3.7,0.0,210.20292081709763,144.06852817964352,137.63398084364897,50.500293413922314,235.0647895944169,32.9125926168535
2019-01-07 03:00:00,558.2613177150178,0,0,9.6,100.0,3.6,0.0,291.10030508789185,286.55197805897023,81.85040026076273,50.05633856644454,222.87509694754306,29.963391794311246
